STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",_year_built,_super_cond,N_i,lambda_i,p_truck,s_elem,V_elem,V_age,s_des,V_des,Risk_truck,Risk_Rank,Risk_Level,Risk_Explanation,Street_View_URL
010600AA0110001,'0.7 MI S OF FM 128',"33.437889, -95.818397",2003,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.437889,-95.818397"
10600052501002.000,'0.30 MI N OF SH 154',"33.366983, -95.608775",1942,,0,0,0,2,1,2.371428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.366983,-95.608775"
DAPFORHOO000015,'S OF FT HOOD MAIN GATE',"31.128889, -97.768669",1996,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.128889,-97.768669"
10600073501016.000,'0.5 MI S OF FM 2949',"33.453675, -95.705061",1954,,0,0,0,2,1,2.028571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.453675,-95.705061"
10600073501017.000,'JCT FM 128 AND FM 198',"33.434253, -95.686969",1954,7,0,0,0,1,0.666666667,2.028571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.434253,-95.686969"
10600073501024.000,'1.4 MI SE OF FM 2949',"33.445161, -95.699236",1962,,0,0,0,2,1,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.445161,-95.699236"
10600073501025.000,'2.10 MI N OF SH 24',"33.418119, -95.688208",1962,7,0,0,0,1,0.666666667,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.418119,-95.688208"
10600074903018.000,'1.20 MI N OF FM 128',"33.486425, -95.774206",1949,6,0,0,0,2,1,2.171428571,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.486425,-95.774206"
10600074905041.000,'0.30 mi. N. of FM 64',"33.383186, -95.774478",2012,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.383186,-95.774478"
10600076301005.000,'1.20 MI E OF FM 128',"33.433703, -95.664453",1959,7,0,0,0,1,0.666666667,1.885714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.433703,-95.664453"
10600076301006.000,'1.70 MI E OF FM 128',"33.433633, -95.661461",1959,7,0,0,0,1,0.666666667,1.885714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.433633,-95.661461"
10600076301008.000,'0.7 MI W OF SH 19',"33.452197, -95.609544",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.452197,-95.609544"
10600076302007.000,'0.60 MI SE OF SH 19',"33.448033, -95.592619",1950,,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.448033,-95.592619"
10600146304020.000,'1.00 MI S OF SH 154',"33.364008, -95.688842",2000,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.364008,-95.688842"
10600109705016.000,'2.80 MI W OF SH 24',"33.344242, -95.8049",1955,,0,0,0,2,1,2,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.344242,-95.804900"
10600109705017.000,'4.30 MI W OF SH 24',"33.344597, -95.834097",1956,7,0,0,0,1,0.666666667,1.971428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.344597,-95.834097"
10600117401005.000,'1.20 MI S OF FM 198',"33.404144, -95.512086",1951,,0,0,0,2,1,2.114285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.404144,-95.512086"
10600117401009.000,'1.10 MI S OF FM 198',"33.406697, -95.511967",1996,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.406697,-95.511967"
10600117401010.000,'0.60 MI E OF SH 19',"33.397075, -95.591744",2007,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.397075,-95.591744"
10600117401011.000,'1.50 MI E OF SH 19',"33.394075, -95.576131",2007,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.394075,-95.576131"
10600120301005.000,'0.50 MI S OF FM 1532',"33.371839, -95.858719",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.371839,-95.858719"
10600120301006.000,'0.30 MI S OF FM 3132',"33.325781, -95.860192",1996,6,0,0,0,2,1,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.325781,-95.860192"
10600120303003.000,'1.90 MI S OF FM 64',"33.411183, -95.858597",1956,,0,0,0,2,1,1.971428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.411183,-95.858597"
10600120303004.000,'1.50 MI S OF FM 64',"33.416008, -95.858336",1956,,0,0,0,2,1,1.971428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.416008,-95.858336"
10600146302021.000,'1.80 MI E OF FM 904',"33.376783, -95.827519",2004,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.376783,-95.827519"
10600146304018.000,'1.20 MI SW OF FM 1880',"33.353278, -95.70705",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.353278,-95.707050"
10600146304019.000,'1.80 MI SE OF SH 24',"33.330972, -95.752486",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.330972,-95.752486"
10600109705015.000,'2.85 MI W OF SH 24',"33.344467, -95.808103",1955,,0,0,0,2,1,2,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.344467,-95.808103"
010750AA0452001,'3.1 MI N OF FM 273',"33.841958, -95.955028",2007,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.841958,-95.955028"
010750AA0456001,'0.7 MI E OF FM 100',"33.750314, -95.902022",1982,6,0,0,0,2,1,1.228571429,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.750314,-95.902022"
010750AA0466001,'0.4 MI N OF SH 121',"33.481175, -96.265433",2003,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.481175,-96.265433"
010750AA0474002,'0.9 MI SE of FM 78',"33.36955, -96.274833",2020,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.369550,-96.274833"
010750AA0485001,'0.3 MI S OF SH 121',"33.458869, -96.279875",1997,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.458869,-96.279875"
010750AA0488001,'1.3 MI E OF FM 100',"33.630783, -95.882586",1992,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.630783,-95.882586"
010750AA0491002,'1.0 MI E OF FM 100',"33.636575, -95.889186",2015,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.636575,-95.889186"
010750AA0493002,'2.7 MI S OF FM 2216',"33.6962, -95.872033",2016,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.696200,-95.872033"
010750AA0495001,'1.2 MI N OF CR 2865',"33.649475, -95.873506",1990,6,0,0,0,2,1,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.649475,-95.873506"
010750AA0509001,'1.1 MI NE OF FM 898',"33.539153, -96.259722",2001,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.539153,-96.259722"
010750AA0511001,'2.0 MI W OF SH 121',"33.518525, -96.261161",2008,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.518525,-96.261161"
010750AA0511002,'2.1 MI W OF SH 121',"33.517564, -96.261178",2008,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.517564,-96.261178"
10750054902011.000,'1.8 MI SW OF SH 11',"33.466789, -96.277794",1958,6,0,0,0,2,1,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.466789,-96.277794"
010750AA0516001,'0.5 MI W OF FM 896',"33.448911, -96.256822",2000,7,0,0,0,1,0.666666667,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.448911,-96.256822"
010750AA0520001,'0.3 MI NW OF CR 4680',"33.434506, -96.26215",2006,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.434506,-96.262150"
010750AA0523001,'1.5 MI E OF US 96',"33.434478, -96.296239",2003,7,0,0,0,1,0.666666667,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.434478,-96.296239"
010750AA0523002,'0.5 MI SE OF SH 121',"33.447678, -96.294078",1988,6,0,0,0,2,1,1.057142857,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.447678,-96.294078"
010750AA0534001,'1.1 MI SOUTH OF SH 11',"33.476022, -96.302894",1999,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.476022,-96.302894"
010750AA0535001,'0.6 MI N OF SH 121',"33.452361, -96.311064",1990,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.452361,-96.311064"
010750AA0537001,'0.95 MI N OF CR 4440',"33.472961, -96.354494",1965,6,0,0,0,2,1,1.714285714,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.472961,-96.354494"
010750AA0537002,'1.0 MI N OF CR 4440',"33.473333, -96.354778",2011,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.473333,-96.354778"
010750AA0538001,'0.4 MI S OF FM 151',"33.485769, -96.36495",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.485769,-96.364950"
010750AA0540001,'1.9 MI E OF FM 151',"33.473483, -96.311411",2007,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.473483,-96.311411"
010750AA0547001,'0.5 MI W OF FM 1752',"33.537728, -96.360419",1996,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.537728,-96.360419"
010750AA0549001,'0.2 MI W OF FM 1752',"33.561972, -96.350386",1973,6,0,0,0,2,1,1.485714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.561972,-96.350386"
010750AA0515001,'0.7 MI NW OF SH 121',"33.503472, -96.249722",2011,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.503472,-96.249722"
010750AA0298002,'1.2 MI N OF FM 1553',"33.475633, -96.191306",2007,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.475633,-96.191306"
010750AA0298003,'1.3 MI No of FM 1553',"33.476264, -96.190564",2020,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.476264,-96.190564"
010750AA0299002,'0.3 MI. NORTH FM 1553',"33.464336, -96.182492",2011,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.464336,-96.182492"
010750AA0299003,'0.1 MI NORTH OF FM 1553',"33.460908, -96.182656",2018,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.460908,-96.182656"
010750AA0305001,'0.3 MI SE OF FM 898',"33.612936, -96.191436",1987,6,0,0,0,2,1,1.085714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.612936,-96.191436"
010750AA0315001,'1 MI S OF FM 274',"33.719717, -96.215222",1980,6,0,0,0,2,1,1.285714286,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.719717,-96.215222"
010750AA0318001,'1.9 MI S OF FM 274',"33.707164, -96.23175",1991,6,0,0,0,2,1,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.707164,-96.231750"
010750AA0337001,'2.1 MI N OF FM 273',"33.731661, -96.179886",2004,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.731661,-96.179886"
010750AA0340001,'0.55 MI E OF SH 78',"33.736833, -96.178342",1985,6,0,0,0,2,1,1.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.736833,-96.178342"
010750AA0342002,'1.4 MI E OF FM 898',"33.628242, -96.141925",2020,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.628242,-96.141925"
010750AA0349002,'2.3 MI S OF FM 1396',"33.657028, -96.125103",2020,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.657028,-96.125103"
010750AA0353002,'1.2 MI S OF FM 273',"33.757103, -96.062156",1987,6,0,0,0,2,1,1.085714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.757103,-96.062156"
010750AA0451003,'3.7 MI W OF FM 100',"33.834242, -95.993258",2016,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.834242,-95.993258"
010750AA0356002,'3.0 MI S OF JCT FM 273',"33.733636, -96.096",2021,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.733636,-96.096000"
010750AA0373001,'0.5 MI W OF FM 898',"33.668839, -96.162122",1995,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.668839,-96.162122"
010750AA0380001,'0.2 MI W OF JCT FM 100',"33.778264, -96.143625",1990,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.778264,-96.143625"
010750AA0388001,'0.3 MI S OF JCT FM 2554',"33.810658, -96.075144",1991,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.810658,-96.075144"
010750AA0389001,'1.9 MI E OF JCT FM 2554',"33.784994, -96.116992",1989,6,0,0,0,2,1,1.028571429,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.784994,-96.116992"
010750AA0389002,'2.4 MI E OF JCT FM 2554',"33.789378, -96.105561",1980,6,0,0,0,2,1,1.285714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.789378,-96.105561"
010750AA0390002,'0.9 MI E OF JCT FM 2554',"33.785347, -96.12665",2015,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.785347,-96.126650"
010750AA0396001,'1.5 MI W OF FM 898',"33.564089, -96.295981",1992,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.564089,-96.295981"
010750AA0399001,'0.6 MI N OF US 82',"33.595931, -96.324253",1992,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.595931,-96.324253"
010750AA0420001,'0.4 MI NE OF FM 1753',"33.681864, -96.305336",2011,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.681864,-96.305336"
010750AA0429001,'2.0 MI E OF FM 2029',"33.722844, -95.987206",2007,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.722844,-95.987206"
010750AA0442002,'3.1 MI S OF JCT FM 273',"33.744678, -96.035878",2015,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.744678,-96.035878"
010750AA0451002,'6.3 MI W OF JCT FM 100',"33.832561, -96.007817",1987,6,0,0,0,2,1,1.085714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.832561,-96.007817"
010750AA0353003,'2.2 MI S OF JCT FM 273',"33.743103, -96.062883",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.743103,-96.062883"
010750AA0678003,'1.5 MI S OF SH 78',"33.353714, -96.331175",2020,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.353714,-96.331175"
010750AA0680002,'0.29 MI E OF FM 815',"33.390408, -96.342336",2020,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.390408,-96.342336"
010750AA0681001,'1.1 MI S OF SH 78',"33.360806, -96.349886",2003,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.360806,-96.349886"
010750AA0683004,'0.6 MI W OF FM 981',"33.396981, -96.303778",2007,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.396981,-96.303778"
010750AA0688001,'0.2 MI S OF FM 1753',"33.675133, -96.351506",1991,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.675133,-96.351506"
010750AA1020001,'2.4 MI N OF FM 1753',"33.709825, -96.287942",2024,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.709825,-96.287942"
010750AA1320001,'.76 MILES WEST OF FM 274',"33.658017, -96.260575",2023,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.658017,-96.260575"
010750AA2806001,'10 MI N OF US 82',"33.708325, -95.860419",1950,6,0,0,0,2,1,2.142857143,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.708325,-95.860419"
010750AA2980001,'0.79 Mi West of FM 1396',"33.641939, -95.988244",2020,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.641939,-95.988244"
010750AA3210001,'2.1 Miles Southeast of',"33.558308, -96.044411",2024,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.558308,-96.044411"
010750AA4131002,'1.5 MI S. OF SH 56',"33.551497, -96.223628",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.551497,-96.223628"
010750AA4142001,'0.2 MI. S. OF CR 4120',"33.536042, -96.247561",2004,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.536042,-96.247561"
010750AA0553001,'0.9 MI E OF FM 824',"33.576631, -95.881264",2005,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.576631,-95.881264"
010750AA4526003,'0.5 MI NW OF SH 121',"33.474489, -96.278114",2018,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.474489,-96.278114"
010750AA4900002,'0.5 MI W OF FM 815',"33.41825, -96.348764",2017,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.418250,-96.348764"
010750AA5005001,'0.1 MI W OF CR 4910',"33.353903, -96.367589",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.353903,-96.367589"
010750B00325001,'0.2 MI S OF SH 56',"33.572944, -96.17935",1950,6,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.572944,-96.179350"
010750B00582001,'0.2 MI E OF SH 121',"33.616717, -96.1881",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.616717,-96.188100"
010750F00025001,'0.3 MI W OF FM 898',"33.580617, -96.278722",1991,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.580617,-96.278722"
